StormID/Date, Name/Hour, Rows/SpecialRow, System Status, Lat, Lon, Max Wind (kts), Min Pressure (mBar), R34 NE(Nauts; kts), R34 SE (Nauts; kts), R34 SW (Nauts; kts), R34 NW (Nauts; kts), R50 NE (Nauts; kts), R50 SE (Nauts; kts), R50 SW (Nauts; kts), R50 NW (Nauts; kts), R64 NE (Nauts; kts), R64 SE (Nauts; kts), R64 SW (Nauts; kts), R64 NW (Nauts; kts),
20181013, 1200,  , EX, 46.4N,  48.2W,  65,  975,  120,  400,  380,   60,    0,  220,  220,    0,    0,  180,    0,    0,
20181013, 1800,  , EX, 47.6N,  40.7W,  65,  975,  120,  400,  380,   60,    0,  220,  220,    0,    0,  180,    0,    0,
20181014, 0000,  , EX, 48.4N,  33.1W,  65,  975,  120,  400,  380,  100,    0,  220,  220,   60,    0,  180,    0,    0,
20181014, 0600,  , EX, 48.8N,  26.1W,  65,  975,  120,  400,  380,  150,    0,  220,  220,   90,    0,  180,    0,    0,
20181014, 1200,  , EX, 48.6N,  20.7W,  60,  975,  170,  340,  340,  220,  120,  150,  150,  120,    0,    0,    0,    0,
20181014, 1800,  , EX, 47.5N,  16.4W,  55,  978,  170,  340,  340,  220,  120,  100,  100,  120,    0,    0,    0,    0,
20181015, 0000,  , EX, 45.9N,  13.5W,  55,  982,  140,  320,  320,  170,  100,    0,  120,  120,    0,    0,    0,    0,
20181015, 0600,  , EX, 44.4N,  11.4W,  50,  989,  140,  320,  320,  170,    0,  100,  100,    0,    0,    0,    0,    0,
20181015, 1200,  , EX, 42.8N,  10.3W,  35,  996,    0,  200,    0,  170,    0,    0,    0,    0,    0,    0,    0,    0,
20181015, 1800,  , EX, 41.2N,  10.0W,  35, 1001,    0,  200,    0,  170,    0,    0,    0,    0,    0,    0,    0,    0,
