StormID/Date, Name/Hour, Rows/SpecialRow, System Status, Lat, Lon, Max Wind (kts), Min Pressure (mBar), R34 NE(Nauts; kts), R34 SE (Nauts; kts), R34 SW (Nauts; kts), R34 NW (Nauts; kts), R50 NE (Nauts; kts), R50 SE (Nauts; kts), R50 SW (Nauts; kts), R50 NW (Nauts; kts), R64 NE (Nauts; kts), R64 SE (Nauts; kts), R64 SW (Nauts; kts), R64 NW (Nauts; kts),
18650913, 0000,  , HU, 26.3N,  91.8W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650913, 0600,  , HU, 27.1N,  92.4W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650913, 1200,  , HU, 28.1N,  92.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650913, 1800,  , HU, 29.2N,  93.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650913, 2100, L, HU, 29.8N,  93.4W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650914, 0000,  , HU, 30.4N,  93.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650914, 0600,  , TS, 31.6N,  93.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650914, 1200,  , TS, 32.8N,  93.3W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18650914, 1800,  , TS, 34.0N,  93.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL051865,            UNNAMED,      1,
18650907, 0000, L, TS, 29.7N,  92.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL061865,            UNNAMED,      1,
18650928, 1200,  , HU, 25.5N,  69.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL071865,            UNNAMED,     34,
18651018, 0000,  , TS,  9.5N,  80.4W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651018, 0600,  , TS,  9.7N,  80.4W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651018, 1200,  , TS, 10.0N,  80.5W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651018, 1800,  , TS, 10.2N,  80.6W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651019, 0000,  , TS, 10.5N,  80.6W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651019, 0600,  , TS, 10.7N,  80.8W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651019, 1200,  , TS, 11.0N,  81.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651019, 1800,  , TS, 11.3N,  81.1W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651020, 0000,  , TS, 11.8N,  81.3W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651020, 0600,  , TS, 12.3N,  81.4W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651020, 1200,  , TS, 12.9N,  81.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651020, 1800,  , TS, 13.7N,  81.8W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651021, 0000,  , TS, 14.3N,  82.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651021, 0600,  , TS, 15.2N,  82.3W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651021, 1200,  , HU, 15.9N,  82.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651021, 1800,  , HU, 16.9N,  82.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651022, 0000,  , HU, 17.9N,  82.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651022, 0600,  , HU, 18.9N,  83.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651022, 1200,  , HU, 20.0N,  83.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651022, 1800,  , HU, 21.2N,  82.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 0000,  , HU, 22.6N,  82.6W,  80,  975, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 0600,  , HU, 23.8N,  82.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 1000, L, HU, 24.6N,  81.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 1200,  , HU, 25.0N,  81.4W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 1400, L, HU, 25.4N,  81.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651023, 1800,  , HU, 26.5N,  80.2W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651024, 0000,  , HU, 28.2N,  78.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651024, 0600,  , HU, 29.9N,  77.2W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651024, 1200,  , HU, 31.4N,  75.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651024, 1800,  , HU, 32.5N,  73.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651025, 0000,  , HU, 33.5N,  70.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651025, 0600,  , HU, 34.7N,  68.3W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651025, 1200,  , HU, 36.0N,  66.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18651025, 1800,  , HU, 37.3N,  63.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL011866,            UNNAMED,     19,
18660711, 1200,  , HU, 28.0N,  87.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660711, 1800,  , HU, 28.0N,  87.8W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660712, 0000,  , HU, 28.0N,  88.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660712, 0600,  , HU, 28.0N,  88.8W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660712, 1200,  , HU, 28.1N,  89.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660712, 1800,  , HU, 28.1N,  89.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660713, 0000,  , HU, 28.1N,  90.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660713, 0600,  , HU, 28.1N,  91.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660713, 1200,  , HU, 28.2N,  91.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660713, 1800,  , HU, 28.2N,  92.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660714, 0000,  , HU, 28.2N,  92.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660714, 0600,  , HU, 28.2N,  93.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660714, 1200,  , HU, 28.3N,  94.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660714, 1800,  , HU, 28.3N,  94.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660715, 0000,  , HU, 28.4N,  95.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660715, 0600,  , HU, 28.5N,  95.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660715, 1200, L, HU, 28.5N,  96.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660715, 1800,  , TS, 28.6N,  97.1W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660716, 0000,  , TS, 28.6N,  97.7W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL021866,            UNNAMED,     22,
18660813, 0000,  , HU, 14.7N,  62.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660813, 0600,  , HU, 14.7N,  64.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660813, 1200,  , HU, 14.8N,  65.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660813, 1800,  , HU, 15.0N,  67.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660814, 0000,  , HU, 15.2N,  68.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660814, 0600,  , HU, 15.5N,  70.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660814, 1200,  , HU, 15.7N,  71.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660814, 1800,  , HU, 15.9N,  73.6W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660815, 0000,  , HU, 16.2N,  75.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660815, 0600,  , HU, 16.6N,  77.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660815, 1200,  , HU, 17.0N,  79.6W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660815, 1800,  , HU, 17.4N,  81.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660816, 0000,  , HU, 17.7N,  83.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660816, 0600,  , HU, 18.0N,  84.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660816, 1200,  , HU, 18.5N,  86.9W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660816, 1800,  , TS, 19.0N,  88.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660817, 0000,  , TS, 19.4N,  90.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660817, 0600,  , HU, 19.7N,  92.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660817, 1200,  , HU, 20.0N,  94.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660817, 1800,  , HU, 20.2N,  96.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660818, 0000,  , TS, 20.5N,  98.5W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660818, 0600,  , TS, 20.7N, 100.5W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL031866,            UNNAMED,     14,
18660904, 0000,  , HU, 33.0N,  68.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660904, 0600,  , HU, 34.0N,  68.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660904, 1200,  , HU, 35.0N,  67.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660904, 1800,  , HU, 36.0N,  67.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660905, 0000,  , HU, 37.2N,  66.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660905, 0600,  , HU, 38.5N,  66.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660905, 1200,  , HU, 39.8N,  65.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660905, 1800,  , HU, 41.0N,  64.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660906, 0000,  , HU, 42.4N,  62.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660906, 0600,  , HU, 43.4N,  60.4W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660906, 1200,  , HU, 44.5N,  58.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660906, 1800,  , HU, 45.5N,  56.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660907, 0000,  , TS, 46.3N,  54.2W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660907, 0600,  , TS, 47.0N,  51.2W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL041866,            UNNAMED,      1,
18660918, 1200,  , HU, 15.0N,  29.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL051866,            UNNAMED,     12,
18660922, 0000,  , HU, 40.0N,  62.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660922, 0600,  , HU, 41.0N,  61.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660922, 1200,  , HU, 42.0N,  60.9W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660922, 1800,  , HU, 43.0N,  60.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660923, 0000,  , HU, 44.0N,  59.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660923, 0600,  , HU, 45.0N,  58.6W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660923, 1200,  , HU, 46.0N,  57.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660923, 1800,  , HU, 47.0N,  57.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 0000,  , TS, 48.3N,  55.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 0600,  , TS, 49.5N,  55.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 1200,  , EX, 51.0N,  54.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 1800,  , EX, 52.5N,  52.8W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL061866,            UNNAMED,     48,
18660924, 0000,  , HU, 13.2N,  35.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 0600,  , HU, 13.3N,  36.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 1200,  , HU, 13.4N,  37.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660924, 1800,  , HU, 13.6N,  38.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660925, 0000,  , HU, 13.9N,  39.4W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660925, 0600,  , HU, 14.2N,  40.7W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660925, 1200,  , HU, 14.5N,  42.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660925, 1800,  , HU, 14.8N,  43.2W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660926, 0000,  , HU, 15.1N,  44.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660926, 0600,  , HU, 15.5N,  45.7W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660926, 1200,  , HU, 15.8N,  47.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660926, 1800,  , HU, 16.0N,  48.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660927, 0000,  , HU, 16.2N,  49.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660927, 0600,  , HU, 16.6N,  50.9W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660927, 1200,  , HU, 17.0N,  52.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660927, 1800,  , HU, 17.2N,  53.9W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660928, 0000,  , HU, 17.5N,  55.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660928, 0600,  , HU, 17.9N,  56.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660928, 1200,  , HU, 18.2N,  58.2W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660928, 1800,  , HU, 18.5N,  59.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660929, 0000,  , HU, 18.7N,  60.7W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660929, 0600,  , HU, 19.1N,  62.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660929, 1200,  , HU, 19.4N,  63.7W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660929, 1800,  , HU, 19.7N,  64.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660930, 0000,  , HU, 20.2N,  66.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660930, 0600,  , HU, 20.6N,  67.6W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660930, 1200,  , HU, 20.9N,  69.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18660930, 1800,  , HU, 21.2N,  70.4W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661001, 0000,  , HU, 21.6N,  71.9W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661001, 0600,  , HU, 22.0N,  73.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661001, 1200,  , HU, 22.5N,  75.0W, 120, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661001, 1800,  , HU, 23.4N,  76.1W, 120, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661002, 0000,  , HU, 24.5N,  77.1W, 120,  938, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661002, 0600,  , HU, 25.9N,  77.6W, 120, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661002, 1200,  , HU, 27.3N,  77.9W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661002, 1800,  , HU, 28.0N,  77.8W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661003, 0000,  , HU, 28.5N,  77.6W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661003, 0600,  , HU, 29.3N,  77.1W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661003, 1200,  , HU, 30.5N,  76.3W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661003, 1800,  , HU, 32.0N,  75.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661004, 0000,  , HU, 33.5N,  73.1W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661004, 0600,  , HU, 34.7N,  71.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661004, 1200,  , HU, 36.0N,  68.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661004, 1800,  , HU, 37.5N,  65.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661005, 0000,  , HU, 39.0N,  62.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661005, 0600,  , HU, 40.7N,  58.4W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661005, 1200,  , HU, 42.0N,  54.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661005, 1800,  , HU, 43.0N,  50.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL071866,            UNNAMED,      7,
18661029, 0600,  , TS, 29.5N,  75.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661029, 1200,  , TS, 31.5N,  75.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661029, 1800,  , TS, 33.7N,  75.4W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661030, 0000,  , TS, 36.0N,  74.8W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661030, 0600,  , EX, 38.5N,  74.4W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661030, 1200,  , EX, 41.3N,  74.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18661030, 1800,  , EX, 44.5N,  73.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL011867,            UNNAMED,     11,
18670621, 1200,  , TS, 29.5N,  80.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670621, 1800,  , TS, 30.3N,  80.1W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670622, 0000,  , TS, 31.1N,  80.0W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670622, 0600,  , HU, 31.8N,  79.9W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670622, 1200,  , HU, 32.5N,  79.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670622, 1400, L, HU, 32.9N,  79.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670622, 1800,  , TS, 33.2N,  79.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670623, 0000,  , TS, 33.9N,  79.4W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670623, 0600,  , TS, 34.5N,  79.2W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670623, 1200,  , TS, 35.0N,  79.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670623, 1800,  , TS, 35.5N,  78.8W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL021867,            UNNAMED,     28,
18670728, 0000,  , HU, 18.5N,  56.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670728, 0600,  , HU, 18.7N,  57.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670728, 1200,  , HU, 18.9N,  59.0W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670728, 1800,  , HU, 19.2N,  60.2W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670729, 0000,  , HU, 19.5N,  61.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670729, 0600,  , HU, 19.9N,  63.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670729, 1200,  , HU, 20.5N,  64.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670729, 1800,  , HU, 21.0N,  65.8W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670730, 0000,  , HU, 21.9N,  67.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670730, 0600,  , HU, 22.7N,  68.3W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670730, 1200,  , HU, 23.5N,  69.5W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670730, 1800,  , HU, 24.6N,  70.9W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670731, 0000,  , HU, 25.5N,  72.1W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670731, 0600,  , HU, 26.7N,  73.4W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670731, 1200,  , HU, 27.7N,  74.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670731, 1800,  , HU, 28.4N,  75.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670801, 0000,  , HU, 29.4N,  75.8W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670801, 0600,  , HU, 30.7N,  76.3W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670801, 1200,  , HU, 32.0N,  76.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
18670801, 1800,  , HU, 33.3N,  76.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
